单词,English,Arabic
意料（六级）,expected,مُتوقع
意识（六级）,consciousness,الوعي
意图（六级）,intent,نيّة
意味着（六级）,means,يقصد
意向（六级）,intention,نيّة
意志（六级）,will,سوف
毅力（六级）,perseverance,سوف
毅然（六级）,resolutely,بحزم
翼（六级）,wing,جناح
阴谋（六级）,conspiracy,مؤامرة
音响（六级）,audio,صوتي
引导（六级）,guide,مرشد
引擎（六级）,engine,محرك
引用（六级）,quote,مراجع
饮食（六级）,diet,نظام عذائي
隐蔽（六级）,concealed,مختفي
隐患（六级）,hidden danger,المخاطر الخفية
隐瞒（六级）,hide,يخفي
隐私（六级）,privacy,خصوصية
隐约（六级）,vaguely,إِغماء
英明（六级）,wise,حكيم
英勇（六级）,heroic,بطولي
婴儿（六级）,baby,طفل
迎面（六级）,face to face,وجها لوجه
盈利（六级）,profit,ربح
应酬（六级）,socialize,التنشئة الاجتماعية
应邀（六级）,invited,مدعو
拥护（六级）,advocate,يدعم
拥有（六级）,have,يملك
庸俗（六级）,vulgar,مبتذل
永恒（六级）,eternity,أبدي
勇于（六级）,dare,شجاعة
涌现（六级）,emerge,ظهور
踊跃（六级）,active,بنشاط
用户（六级）,user,مستخدم
优胜劣汰（六级）,survival of the fittest,البقاء للأصلح
优先（六级）,priority,أولوية
优异（六级）,excellent,ممتاز
优越（六级）,superior,أرقى
忧郁（六级）,melancholy,حزن
犹如（六级）,as if,كأنه
油腻（六级）,greasy,دهني
油漆（六级）,paint,طلاء
有条不紊（六级）,methodical,كن منظما
幼稚（六级）,childish,طفولي
诱惑（六级）,temptation,إغراء
渔民（六级）,fisherman,الصيادون
愚蠢（六级）,stupid,جنون
愚昧（六级）,ignorance,الجهل
舆论（六级）,public opinion,الرأي العام
与日俱增（六级）,increasing day by day,متزايد
宇宙（六级）,universe,الكون
羽绒服（六级）,down jacket,سترة أسفل
玉（六级）,jade,يشم
预料（六级）,expect,يتوقع
预期（六级）,expect,مُتوقع
预算（六级）,budget,ميزانية
预先（六级）,advance,يتقدم
预言（六级）,prophecy,نبوءة
预兆（六级）,omen,فأل
欲望（六级）,desire,يرغب
寓言（六级）,fable,خرافة
愈（六级）,more,يشفي
冤枉（六级）,wronged,ظالم
元首（六级）,fuhrer,رئيس الدولة
元素（六级）,element,عنصر
元宵节（六级）,lantern festival,مهرجان الفوانيس
园林（六级）,garden,حديقة
原告（六级）,plaintiff,المدعي
原理（六级）,principle,مبدأ
原始（六级）,original,إبداعي
原先（六级）,originally,إبداعي
圆满（六级）,complete,الكمال
缘故（六级）,reason,سبب
源泉（六级）,source,مصدر
约束（六级）,constraint,قيد
乐谱（六级）,sheet music,نوتة موسيقية
岳母（六级）,mother-in-law,"حماة "" أم الزوج أو أم الزوجة """
孕育（六级）,gestation,الحمل
运算（六级）,operation,عملية
运行（六级）,run,يجري
酝酿（六级）,brewing,التخمير
蕴藏（六级）,reserve,يحتوي
熨（六级）,iron,كي الملابس
杂技（六级）,acrobatics,الألعاب البهلوانية
杂交（六级）,hybrid,تهجين
砸（六级）,smash,سحق
咋（六级）,how,كيف
灾难（六级）,disaster,كارثة
栽培（六级）,cultivation,زراعة
宰（六级）,slaughter,ذبح
再接再厉（六级）,keep up the good work.,بذل جهود مستمرة
在意（六级）,care,الرعاية
攒（六级）,save,يحفظ
暂且（六级）,temporarily,في الوقت الحاضر
赞叹（六级）,admiration,مدح
赞助（六级）,sponsor,راعي
遭受（六级）,suffer,يعاني
遭殃（六级）,suffer,يعاني
遭遇（六级）,encounter,يقابل
糟蹋（六级）,waste,يضيع
造型（六级）,shape,النمذجة
噪音（六级）,noise,ضوضاء
责怪（六级）,blame,لوم
贼（六级）,thief,لص
增添（六级）,add,يضيف
赠送（六级）,gift,يتبرع
扎（六级）,tie,رَابِطَة
扎实（六级）,solid,صلب
渣（六级）,slag,الخبث
眨（六级）,blink,رمش
诈骗（六级）,scam,عمليات الاحتيال
摘要（六级）,abstract,ملخص
债券（六级）,bond,السندات
沾光（六级）,dip in light,الاستفادة من
瞻仰（六级）,pay tribute,تقديم الاحترام
斩钉截铁（六级）,unequivocally,حاسم
展示（六级）,show,يعرض
展望（六级）,outlook,التوقعات
展现（六级）,show,يعرض
崭新（六级）,brand new,علامة تجارية جديدة
占据（六级）,occupy,احتل
占领（六级）,occupy,مشغول
战斗（六级）,battle,القتال
战略（六级）,strategy,الاستراتيجية
战术（六级）,tactics,التكتيكات
战役（六级）,campaign,حملة
章程（六级）,articles of association,النظام الأساسي
帐篷（六级）,tent,خيمة
障碍（六级）,obstacle,عقبة
招标（六级）,invite tenders,العطاءات
招收（六级）,recruit,تجنيد
朝气蓬勃（六级）,vibrant,نابض بالحياة
着迷（六级）,fascinated,مهووس
沼泽（六级）,swamp,مستنقع
照样（六级）,still,ما زال
照耀（六级）,shine,ساطع
折腾（六级）,tossing,رمي
遮挡（六级）,occlusion,انسداد
折（六级）,fold,طية
折磨（六级）,torture,يعذب
侦探（六级）,detective,المحقق
珍贵（六级）,precious,ثمين
珍稀（六级）,rare,نادر
珍珠（六级）,pearl,لؤلؤة
真理（六级）,truth,حقيقة
真相（六级）,truth,الحقيقة
真挚（六级）,sincere,مخلص
斟酌（六级）,consider,يعتبر
枕头（六级）,pillow,وسادة
阵地（六级）,position,موضع
阵容（六级）,lineup,اصطفوا
振奋（六级）,inspire,الإثارة
振兴（六级）,revitalize,التنشيط
震撼（六级）,shock,صدمة
震惊（六级）,shock,صدمة
镇定（六级）,calm down,هادئ
镇静（六级）,calm,التخدير
正月（六级）,first month,السنة الجديدة
争端（六级）,dispute,ينازع
争夺（六级）,scramble,التدافع
争气（六级）,live up to expectations,اسعى للفوز
争先恐后（六级）,scramble,التدافع
争议（六级）,dispute,ينازع
征服（六级）,conquer,يغزو
征收（六级）,levy,مجموعة
挣扎（六级）,struggle,كفاح
蒸发（六级）,evaporation,تبخر
整顿（六级）,rectification,تصحيح
正当（六级）,just,التبرير
正负（六级）,plus or minus,الإيجابية والسلبية
正规（六级）,regular,عادي
正经（六级）,serious,جاد
正气（六级）,righteousness,البر
正义（六级）,justice,عدالة
正宗（六级）,authentic,أصلي
证实（六级）,confirm,تأكيد
证书（六级）,certificate,شهادة
郑重（六级）,solemn,رسمي
政策（六级）,policy,سياسة
政权（六级）,regime,النظام
症状（六级）,symptom,الأعراض
之际（六级）,occasion,في هذه المناسبة
支撑（六级）,support,يدعم
支出（六级）,expenditure,النفقات
支流（六级）,tributary,الرافد
支配（六级）,dominate,هيمنة
支援（六级）,support,يدعم
支柱（六级）,pillar,عمود
枝（六级）,branch,فرع
知觉（六级）,perception,تصور
知足常乐（六级）,contentment,كن راضيا بما لديك
脂肪（六级）,fat,سمين
执行（六级）,execute,ينفذ
执着（六级）,persistent,المثابرة
直播（六级）,live stream,البث المباشر
直径（六级）,diameter,القطر
侄子（六级）,nephew,ابن الأخ
值班（六级）,on duty,في الخدمة
职能（六级）,function,الوظائف
职位（六级）,position,موضع
职务（六级）,position,موضع
殖民地（六级）,colony,مستعمرة
指标（六级）,indicator,فِهرِس
指定（六级）,specify,حدد
指甲（六级）,nail,مسمار
指令（六级）,instruction,تعليمات
指南针（六级）,compass,بوصلة
指示（六级）,instruct,أمر
指望（六级）,count on,يتوقع
指责（六级）,accuse,الاتهامات
志气（六级）,ambition,طموح
制裁（六级）,sanctions,العقوبات
制服（六级）,uniform,زي مُوحد
制约（六级）,constraint,قيود
制止（六级）,stop,قف
治安（六级）,public security,الأمن العام
治理（六级）,governance,الحوكمة
致辞（六级）,speech,خطاب
致力（六级）,commit,التزام
致使（六级）,cause,سبب
智力（六级）,intelligence,ذكاء
智能（六级）,smart,ذكي
智商（六级）,iq,معدل الذكاء
滞留（六级）,stranded,الاحتجاز
中断（六级）,interrupt,مقاطعة
中立（六级）,neutral,حيادي
中央（六级）,central,مركزي
忠诚（六级）,loyalty,وفاء
忠实（六级）,faithful,وفي
终点（六级）,end point,نهاية
终究（六级）,after all,بعد كل شيء
终身（六级）,lifetime,مدى الحياة
终止（六级）,terminate,إنهاء
衷心（六级）,heartfelt,صادق من القلب
肿瘤（六级）,tumor,ورم
种子（六级）,seed,بذرة
种族（六级）,race,سباق
众所周知（六级）,well known,مشهور
种植（六级）,plant,زرع
重心（六级）,center of gravity,مركز الثقل
舟（六级）,boat,قارب
州（六级）,state,ولاية
周边（六级）,peripheral,حيّ
周密（六级）,careful,حذر
周年（六级）,anniversary,عيد
周期（六级）,cycle,دورة
周折（六级）,setbacks,التقلبات والمنعطفات
周转（六级）,turnover,حجم الأعمال
粥（六级）,porridge,عصيدة
昼夜（六级）,day and night,الليل والنهار
皱纹（六级）,wrinkle,تجعد
株（六级）,strain,أَضْنَى
诸位（六级）,everyone,الجميع
逐年（六级）,year by year,سنة بعد سنة
主办（六级）,host,يستضيف
主导（六级）,dominate,الرائدة
主管（六级）,supervisor,مخرج
主流（六级）,mainstream,التيار الرئيسي
主权（六级）,sovereignty,سيادة
主义（六级）,ism,العقيدة
拄（六级）,lean,وسادة
嘱咐（六级）,instruct,تعليمات
助理（六级）,assistant,مساعد
助手（六级）,assistant,مساعد
住宅（六级）,residential,سكني
注射（六级）,injection,حقن
注视（六级）,gaze,يشاهد
注释（六级）,comment,ملحوظات
注重（六级）,pay attention to,ركز
驻扎（六级）,stationed,متمركز
著作（六级）,works,كتاب
铸造（六级）,casting,صب
拽（六级）,pull,يحذب
专长（六级）,expertise,خبرة
专程（六级）,special trip,رحلة خاصة
专利（六级）,patent,براءة اختراع
专题（六级）,special topic,مميز
砖（六级）,brick,طوب
转达（六级）,convey,يوصَِل
转让（六级）,transfer,تحويل
转移（六级）,transfer,تحويل
转折（六级）,turning point,نقطة تحول
传记（六级）,biography,سيرة
庄稼（六级）,crop,المحاصيل
庄严（六级）,solemn,رسمي
庄重（六级）,solemn,رسمي
装备（六级）,equipment,معدات
装卸（六级）,loading and unloading,التحميل والتفريغ
壮观（六级）,spectacular,مُذهِل
壮丽（六级）,magnificent,عظيم
壮烈（六级）,heroic,بطولي
幢（六级）,building,مبنى
追悼（六级）,memorial,نصب تذكاري
追究（六级）,pursue,سعي
坠（六级）,fall,يسقط
准则（六级）,criterion,المبادئ التوجيهية
卓越（六级）,excellence,التميز
着手（六级）,proceed,البدء
着想（六级）,take into consideration,يعتبر
